Object_lemma,count
кс,1
новгород,1
звичай,1
бд,1
м2,1
гарячка,1
біорит,1
переддень,1
важкість,1
рогатинщина,1
бджільництво,1
обслуговування,1
ахмата,1
розподіл,1
кременчук,1
подразнення,1
меблий,1
відміна,1
екс-президент,1
гура,1
зачаття,1
уклін,1
пятниця,1
росіянин,1
22,1
калуш,1
реклама,1
гарнір,1
гасіння,1
експлутація,1
експедиція,1
пайк,1
гірський,1
реформування,1
крок,1
бершаді,1
загроз,1
бесід,1
€,1
детоксикація,1
тілобудова,1
відміток,1
рязань,1
чс,1
одяг,1
диво,1
монолог,1
донеччина,1
щастя,1
пакунок,1
дгармабуддг,1
рубежа,1
поділ,1
злога,1
примірка,1
екскреція,1
очільник,1
черепашинець,1
варфоломія,1
допит,1
афіна,1
новожахов,1
конкурентоздатність,1
криптовалюта,1
монотеїзм,1
механік,1
корона,1
політехнік,1
зникнення,1
несправність,1
ж,1
циліндр,1
прислів’я,1
реванш,1
мислення,1
штольня,1
євросоюз,1
фіналізація,1
комендатура,1
самий,1
передова,1
блокпост,1
петрівка,1
горизонт,1
підтвердження,1
прокуратура,1
дум,1
брюссель,1
суддівство,1
зерно,1
провадження,1
вправа,1
комплексоутворення,1
енергосистема,1
арка,1
межи,1
продовження,1
радість,1
єб’я,1
капрер,1
січі,1
етногенез,1
посів,1
кредит,1
чигирина,1
сплетення,1
рима,1
знайомий,1
відправлення,1
насонов,1
балкончик,1
се,1
пирятина,1
скадовськ,1
тюг,1
відвідини,1
чехословаччина,1
дон,1
фізика,1
фермер,1
розв’язування,1
тон,1
згоряння,1
проходження,1
16,1
консервація,1
лохвиця,1
климка,1
видача,1
зміщення,1
авдіївка,1
рейс,1
астрахан,1
вузлик,1
канцелярія,1
кінематограф,1
женева,1
у,1
розкопка,1
малопоширений,1
свідчення,1
якимівка,1
савченко,1
імунітет,1
повіточка,1
закут,1
зонування,1
політбюро,1
зв’язка,1
агломерація,1
нудьга,1
атлас,1
старшокласник,1
метро,1
рахова,1
мікрофон,1
похорона,1
одногрупниця,1
баба,1
лижень,1
сільгоспвиробник,1
покупка,1
кент,1
вилов,1
енергоринок,1
блюдечко,1
драматургій,1
торга,1
загос,1
колиска,1
держбюджет,1
теплоізоляція,1
т-ва,1
тор,1
голлівуд,1
добробут,1
одруження,1
опік,1
раунда,1
п╕кет,1
травма,1
ніздря,1
з’їзд,1
психологічний,1
облдержадміністрація,1
формальність,1
макса,1
пророка,1
обставина,1
рейхскомісаріат,1
звенигородщина,1
заявка,1
мола,1
півліктя,1
куша,1
парубія,1
зріст,1
гімназія,1
широта,1
залізничний,1
перехожі,1
резюме,1
кимполунг,1
кп,1
поліцейський,1
траєкторія,1
чашка,1
бук,1
оптимізація,1
золотоозернй,1
бачення,1
чергування,1
павутина,1
катетер,1
гіпердіагностика,1
самотність,1
надання,1
вихователь,1
неприпустимість,1
ставок,1
назарет,1
ума,1
гучність,1
лисича,1
хостига,1
пам´ять,1
пульт,1
сахар,1
меяй,1
прогресування,1
оскудіння,1
фертильність,1
донька,1
щільність,1
м╕сто,1
одступлення,1
чин,1
стоматолог,1
тендер,1
розмноження,1
кулеметник,1
кінофестиваль,1
запах,1
комiтет,1
безансона,1
сатанізм,1
будень,1
лобачово,1
архітектор,1
суходіл,1
оголошення,1
забіг,1
скал,1
співачка,1
гострота,1
дружелюбність,1
замирення,1
словаччина,1
паломництво,1
ростовий,1
паства,1
монітор,1
кредитування,1
держреєстр,1
енергоефективність,1
інформація,1
знекровлення,1
парна,1
таїнство,1
волга,1
нацрад,1
упу,1
павільйон,1
електроопір,1
походження,1
містце,1
участка,1
редагування,1
свалява,1
харбін,1
перемишля,1
шлеск,1
феофанія,1
посла,1
олені,1
града,1
епізодичність,1
цифра,1
несучість,1
вигорання,1
відрубник,1
вирік,1
iсуса,1
бурштин,1
естрада,1
полюс,1
туризм,1
нквд,1
сон,1
надходження,1
громадянин,1
авто,1
сеанс,1
вітя,1
настоятель,1
івано-франківськ,1
товариш,1
броньовик,1
антоній,1
товаровиробник,1
практикум,1
проскур,1
спа,1
гравець,1
кубок,1
відбір,1
ї,1
смітєзвалище,1
міофасціальний,1
батарея,1
іслам,1
кіцмань,1
скалічення,1
прохід,1
руїна,1
осад,1
велотур,1
пошуковик,1
послідовник,1
гробниця,1
малина,1
валіз,1
спадок,1
схема,1
підприємець,1
бланк,1
єгипет,1
діярбакир,1
неслухняний,1
автодорог,1
діалог,1
урна,1
розстановка,1
підполковник,1
сина,1
тверезість,1
організований,1
фест,1
2030-ий,1
сумщина,1
теста,1
роз’єднання,1
великодня,1
застава,1
лiсосмуга,1
кіосо,1
сахарня,1
розпук,1
сенс,1
логістика,1
плавність,1
рандева,1
жирність,1
напис,1
гемостаз,1
врожай,1
модернізація,1
португалія,1
закипання,1
схил,1
ббк,1
олімп,1
підтип,1
бюра,1
осердь,1
домівок,1
президент,1
чемпіонат,1
мін.,1
температура,1
народження,1
обрив,1
спазм,1
квітень,1
інфаркт,1
приступ,1
аборт,1
планет,1
кровообіг,1
підбір,1
буда,1
гречка,1
ворожбит,1
канап,1
фонтан,1
самолюбство,1
пологи,1
придане,1
святий,1
херсонщина,1
артистичний,1
пом’яник,1
погреба,1
верба,1
банд,1
колгосп,1
перспектива,1
степеня,1
червоноград,1
н.е,1
добрий,1
блокпіст,1
перетворення,1
андрійчик,1
зарваник,1
систематичність,1
нора,1
пруссія,1
веста,1
вертело,1
facebook,1
нацперелік,1
співмешканка,1
столярня,1
прекрасний,1
костянтинова,1
смут,1
олесь,1
задоволення,1
ласп,1
окоп,1
вогнище,1
клем,1
ракета,1
афон,1
тренд,1
катування,1
школяр,1
бурса,1
помка,1
узд,1
діалект,1
сіта,1
капличка,1
адорація,1
близькі,1
білорусь,1
воронеж,1
08,1
лавка,1
іномарка,1
башта,1
спальник,1
кар’єра,1
патруль,1
богознання,1
охота,1
сікирка,1
каплиця,1
папк,1
засвіт,1
лоно,1
воскресіння,1
ольга,1
виходжування,1
екстремум,1
передача,1
запоріжець,1
ціль,1
тільце,1
паритетний,1
моралізаторство,1
кают,1
українок,1
даниїла,1
косів,1
кеш,1
ангар,1
пожежа,1
ленінград,1
злочинність,1
євря,1
іловайськ,1
хіл,1
сніданок,1
татарстан,1
емпіризм,1
зручність,1
хронотоп,1
к-na,1
заплава,1
свічка,1
вулик,1
опадання,1
літри,1
самосвідомість,1
термінал,1
підкорення,1
індексація,1
житло,1
копалина,1
місність,1
агрокультура,1
крем,1
об’єм,1
єгипт,1
дев’ятнадцятий,1
банщик,1
повішений,1
чаша,1
менорагія,1
стукіт,1
лонський,1
воркут,1
яра,1
станиця,1
наслiдок,1
рестранслятор,1
постава,1
розорення,1
бельгія,1
смартфон,1
кандидатура,1
наліпка,1
вік,1
соціум,1
ковель,1
полк.,1
паркер,1
новгородка,1
телецентр,1
слуг,1
родос,1
перерозподіл,1
драйв,1
іоанна,1
залучення,1
агент,1
відокремлення,1
слухання,1
інавгурація,1
житниця,1
львівський,1
призов,1
устрій,1
резонанс,1
какао,1
підвіконня,1
краків,1
посад,1
лекція,1
грунт,1
юліїний,1
гостини,1
тренер,1
еластичність,1
типографий,1
моринець,1
оброблення,1
номер,1
мекка,1
річечка,1
лев,1
полум’я,1
доказ,1
к.,1
зуб,1
западина,1
водопа,1
корінь,1
кров,1
кровотеча,1
добро,1
черкащина,1
клеомен,1
умонастрій,1
марусі,1
кіно,1
асамблій,1
трц,1
супермаркет,1
здача,1
сідло,1
вебсайт,1
гідробіонт,1
сходи,1
упорядкування,1
підрозділ,1
нацрада,1
протиборство,1
п′ятірка,1
зу,1
медіагрупа,1
буковель,1
подача,1
співдружність,1
160-річчя,1
гілка,1
ахава,1
аллаха,1
друг,1
прославлення,1
пущ,1
святвечір,1
шарма,1
звільнення,1
убогість,1
збірний,1
терапевт,1
безвілля,1
день-два,1
методика,1
анемія,1
ра-да,1
кашмір,1
крига,1
бенкет,1
парафіянин,1
авокадо,1
трагедій,1
святитель,1
старший,1
четвер,1
80-річчя,1
спорядження,1
заста,1
позиціонування,1
каяк,1
лоза,1
потічка,1
знеможення,1
урал,1
переїзд,1
жида,1
мена,1
куба,1
свідоцтво,1
увага,1
дистрибуція,1
єлисея,1
цуґундер,1
явище,1
надмет,1
переміщення,1
казбек,1
лисичанськ,1
зoна,1
комерціалізація,1
крісло,1
острова,1
координатор,1
моторика,1
плотва,1
борбина,1
падіння,1
полк,1
жах,1
божниця,1
ґорґан,1
фантазія,1
виконавець,1
ртт,1
прерогатив,1
земляк,1
відсутність,1
замулення,1
імпортер,1
зносини,1
перекус,1
нюанс,1
19,1
жертовник,1
християн,1
існування,1
кіншаси,1
світлиця,1
математика,1
довгобуда,1
руйнація,1
низина,1
буденність,1
обвинувачення,1
гаранта,1
зачеплення,1
постачальник,1
остров,1
курилка,1
кровопостачання,1
литполукрбриг,1
постановка,1
приємний,1
марти,1
разновременність,1
спорудження,1
молдавій,1
пояс,1
романівка,1
мерій,1
ясність,1
збій,1
вишивання,1
нарахування,1
55,1
безлад,1
звучання,1
агрегація,1
покровська,1
кіровоград,1
шефа,1
волість,1
камер,1
виправдання,1
автозак,1
нація,1
секретаріат,1
введення,1
стегно,1
аварія,1
грізний,1
курень,1
оточуючі,1
заперечення,1
дошкільник,1
розвилка,1
заміна,1
відділок,1
піклування,1
течія,1
болото,1
заслання,1
учення,1
дирекція,1
ведмідь,1
оздоровлення,1
безвість,1
призначення,1
комп’ютер,1
життєдіяльність,1
урочище,1
дерматит,1
відгук,1
сидіння,1
насадження,1
купалення,1
пивний,1
фігурант,1
сполучення,1
словарь,1
зимівля,1
віталька,1
неписьменність,1
вологди,1
сигналізація,1
зв’язування,1
опонент,1
луг,1
підняття,1
установка,1
декорація,1
сімейство,1
міжнародний,1
вимір,1
узгір’я,1
поразок,1
мя,1
московій,1
инше,1
анексія,1
оператвина,1
сема,1
конкурс,1
тоp,1
розчинення,1
енергія,1
співан,1
млинка,1
гінеколог,1
тусовка,1
жж,1
покол╕ння,1
плац,1
лмр,1
франківськ,1
бізнесмен,1
буковина,1
пост,1
керування,1
дюна,1
упізнання,1
відхилення,1
уява,1
полегшення,1
арсенал,1
євген,1
ідеал,1
топка,1
конкурент,1
малюка,1
алма-ат,1
прогноз,1
пластичність,1
вегетація,1
проліферація,1
задрипанок,1
розташування,1
дніпропетровська,1
голівка,1
флюорографій,1
цинізм,1
першовідкривач,1
спеціальність,1
водоспад,1
асфальт,1
лав,1
пісенник,1
збірочка,1
роздач,1
мго,1
вад,1
подання,1
соціалізація,1
легеня,1
нестач,1
резиденція,1
життєздатність,1
вірний,1
пансіон,1
ізолятор,1
жулиньський,1
вигода,1
забарвлення,1
рубікон,1
шока,1
радощі,1
мужність,1
біофілософія,1
регресія,1
металобрухт,1
показ,1
культурист,1
петербурґа,1
хокеїст,1
дiйство,1
стром,1
меморіал,1
наркоз,1
потепління,1
уявне,1
вилк,1
хутір,1
лейпцига,1
стамбул,1
прем’єра,1
конверсія,1
вказівка,1
подвійність,1
верст,1
жодний,1
ос,1
контент,1
старобільськ,1
дір,1
хаб,1
поселення,1
набраний,1
смужка,1
підвид,1
темперамент,1
берген,1
рова,1
красятич,1
галатій,1
3,1
сенегал,1
загадування,1
цирка,1
узгодженість,1
ліверпуля,1
пилат,1
гам,1
автомийка,1
модус,1
вихідний,1
дійсність,1
армія,1
спокій,1
хмельницький,1
роз,1
багажник,1
капітула,1
преподобне,1
дімка,1
оренбург,1
обсерваторія,1
засуджений,1
породілля,1
онлайн,1
коробка,1
соціальний,1
ушея,1
підпункт,1
перукарня,1
оригінал,1
гардероб,1
автошля,1
батурина,1
хол,1
обов’язковість,1
нерво,1
серйозний,1
коледж,1
апофеоз,1
несприйняття,1
вступ,1
операція,1
цвітіння,1
киновселеннуя,1
полотно,1
несподіваний,1
електрощит,1
сходні,1
пьяцалле,1
кардіодиспансер,1
будапешт,1
ранг,1
будуар,1
лід,1
узвіз,1
мереж,1
лондон,1
гурток,1
намісництво,1
париж,1
якутськ,1
полтавщина,1
я-концепція,1
оббіг,1
і.,1
гайдайок,1
бротьба,1
маргінес,1
урожай,1
регулювання,1
хв.,1
редмонд,1
пошана,1
вiдповiдальність,1
міфологія,1
затишок,1
стабілізація,1
райвідділка,1
адміністрація,1
океанвведене,1
свідок,1
чортків,1
сім,1
іполітов,1
паспорт,1
брендинг,1
концерн,1
фрайберг,1
ута,1
залишення,1
королівство,1
дичина,1
масаж,1
31,1
дрібниця,1
деблокування,1
ролик,1
кшталт,1
утилізація,1
директорія,1
дослідження,1
зоопарк,1
недостатність,1
дзвіниця,1
окуляри,1
основ,1
див.,1
30,1
чинник,1
кінотеатр,1
пан,1
діброва,1
загреба,1
об´єднання,1
воланда,1
класифікація,1
турнір,1
ада,1
присвоєння,1
об´єкт,1
розмежування,1
джема,1
круг,1
сум,1
конгрес,1
страйкбол,1
канн,1
книгозбірний,1
допуск,1
рухливість,1
вбиралення,1
розсуд,1
арешт,1
сутичка,1
пізнання,1
куряви,1
друк,1
напівпровідник,1
нужденність,1
обряд,1
палатка,1
стеля,1
гримерка,1
каста,1
мітингар,1
джерела,1
гірник,1
єдиний,1
мiсце,1
третя,1
реабілітація,1
спецшкол,1
довкілля,1
всевишнє,1
ведучі,1
взлісся,1
сюжет,1
покійний,1
психотерапій,1
замикання,1
білок,1
немовлятко,1
заборон,1
сто,1
виконко,1
результатланка,1
перерва,1
суперфінал,1
захворюваність,1
фей,1
рога,1
лик,1
свiт,1
стаціонар,1
апоптоз,1
міноборони,1
естонія,1
асу,1
дисципліна,1
радіостанція,1
димар,1
ліжечко,1
звинувачення,1
50,1
фішок,1
нутро,1
ярмарка,1
гармата,1
порог,1
філіппо,1
креативність,1
лабіринт,1
самозабезпечення,1
рефір,1
туга,1
об”єкт,1
канава,1
царівна,1
покатилівка,1
тобольск,1
слух,1
талія,1
гриб,1
линварня,1
саахова,1
фіто,1
трясовина,1
українство,1
поліпияк,1
урочистість,1
мазепа,1
березний,1
олтар,1
шедевр,1
підвал,1
покупець,1
підключення,1
псування,1
плутанина,1
осереддя,1
милосердя,1
спаситель,1
апостол,1
риг,1
комісій,1
драбина,1
мамин,1
хотин,1
горшечка,1
потік,1
провалля,1
поводження,1
дисертація,1
вживання,1
генплан,1
освіта,1
коліно,1
послідовність,1
предслава,1
псалма,1
капсул,1
нсту,1
придніпров’я,1
жовчовиділення,1
взаємід,1
серотонін,1
прилад,1
падінь,1
православ’я,1
композиція,1
популярність,1
дрогобич,1
миргорода,1
дата,1
заниження,1
вигоряння,1
зацвітання,1
відображення,1
подорожчання,1
австралія,1
ландшафт,1
компенсація,1
фарватер,1
трека,1
моряк,1
кіноекран,1
хроніка,1
проть,1
паркан,1
відсівання,1
casino,1
скло,1
яскравість,1
вочевиднення,1
санкція,1
свист,1
округа,1
заголовка,1
тюрма,1
сінокіс,1
контора,1
христа,1
виноградник,1
олдгема,1
мучитель,1
придесення,1
бухарест,1
пана╖р,1
миколай,1
порятунок,1
реальність,1
дискусія,1
кам’янкя,1
сталін,1
кривдник,1
малюк,1
смітник,1
копійка,1
кабінка,1
медицина,1
кровожадність,1
співбрат,1
гірка,1
ужгорода,1
пленер,1
реагування,1
сутичок,1
забуття,1
луганщина,1
жертв,1
дворець,1
передок,1
аналізатор,1
іспанський,1
тергромад,1
халепа,1
воловець,1
проща,1
стріт,1
майстр,1
доктор,1
криница,1
збірок,1
тепло,1
вв,1
економічність,1
капот,1
хутор,1
півмільйон,1
комунікабельність,1
візантія,1
прийнятний,1
ніжин,1
нью-йорк,1
самоствердження,1
екстрасенс,1
істерика,1
втілення,1
альфа,1
костюм,1
загорож,1
сміття,1
полон,1
викриття,1
аудит,1
реквізит,1
супровід,1
раса,1
найкращий,1
знерухомлення,1
відправа,1
твердження,1
дпа,1
тріумф,1
рига,1
працевлаштування,1
підпис,1
5,1
анджелес,1
зобов’язання,1
філармонія,1
виснаження,1
листопад,1
рв,1
планка,1
умивальник,1
хаща,1
салонік,1
лютежа,1
морозильник,1
статик,1
мошонка,1
мешканка,1
пол,1
енеїд,1
населення,1
паба,1
паритет,1
кільце,1
торг,1
племен,1
перелом,1
блокування,1
гройсман,1
ночова,1
іванов,1
ліжко,1
ірій,1
фотографія,1
правильний,1
найпростіший,1
мм,1
тестування,1
афін,1
ворошиловграда,1
автоспорт,1
бесарабія,1
фарингіт,1
магарач,1
мудрець,1
улашківка,1
чиновник,1
толстай,1
фіви6,1
°,1
